comment,xgboost,mat,ggsatd,voting_label,annotator1_label,annotator2_label,annotator3_label,label
// TODO - need to check with mapping that this is indeed a text field....,1,1,1,1,-1,-1,-1,-1
// TODO - process all results in the batch,1,1,1,1,-1,-1,-1,-1
"// TODO : ""saml_nameid"" should be null too, but the logout code requires it for now.",1,1,1,1,-1,-1,-1,-1
// TODO A better way to handle this rather than just ignoring the error?,1,1,1,1,-1,-1,-1,-1
"// TODO Can this actually happen? Needs a test to exercise it, or else needs to be removed.",1,1,1,1,-1,-1,-1,-1
// TODO Change this to run with security enabled,1,1,1,1,-1,-1,-1,-1
// TODO Change this when we get more than just langIdent stored,1,1,1,1,-1,-1,-1,-1
// TODO Discuss moving compileOptions.getCompilerArgs() to use provider api with Gradle team.,1,1,1,1,-1,-1,-1,-1
// TODO Fix the test so that it runs with security enabled,1,1,1,1,-1,-1,-1,-1
// TODO Handle validating possibly signed responses,1,1,1,1,-1,-1,-1,-1
// TODO I'd have expected this to be true but we fail too early?,1,1,1,1,-1,-1,-1,-1
// TODO Improve heuristic for in-memory model size.,1,1,1,1,-1,-1,-1,-1
// TODO IndexRouting should build the query somehow,1,1,1,1,-1,-1,-1,-1
// TODO Is it what we really want to test?,1,1,1,1,-1,-1,-1,-1
// TODO It'd be nice not to refresh on every slice. Instead we should refresh after the sub requests finish.,1,1,1,1,-1,-1,-1,-1
// TODO JIndex we shouldn't be building the job here,1,1,1,1,-1,-1,-1,-1
"// TODO Make our packaging test methods aware of multiple installations, see https://github.com/elastic/elasticsearch/issues/79688",1,1,1,1,-1,-1,-1,-1
"// TODO Maybe just clear out non-ongoing snapshot recoveries is the node is master eligible, so that we don't",1,1,1,1,-1,-1,-1,-1
// TODO Modify tests below to work with security when BWC version is after 8.0.0,1,1,1,1,-1,-1,-1,-1
// TODO Not sure this needs to be a sorted map,1,1,1,1,-1,-1,-1,-1
// TODO PG logger impl instance caching https://github.com/elastic/elasticsearch/issues/87511,1,1,0,1,-1,-1,-1,-1
// TODO Remove if compatibility with 8.x is no longer necessary,1,1,1,1,-1,-1,-1,-1
// TODO Remove in 9?.x,1,1,1,1,-1,-1,-1,-1
// TODO Remove this from 9.0,1,1,1,1,-1,-1,-1,-1
// TODO Review security level,1,1,1,1,-1,-1,-1,-1
// TODO Should this be pos instead of 0? This assigns exact matches to the southernmost component.,1,1,1,1,-1,-1,-1,-1
// TODO Should use InternalComposite constructor but it is package protected in core.,1,1,1,1,-1,-1,-1,-1
// TODO Stop expecting nulls here,1,1,1,1,-1,-1,-1,-1
// TODO TBD use a different trigger for creating the cache index and avoid a put in the CACHE_NOT_READY case.,1,1,1,1,-1,-1,-1,-1
// TODO This could be expanded to allow primitives where neither of the two operations allow them alone,1,1,1,1,-1,-1,-1,-1
// TODO This could fail with errors. In that case we get stuck with the copied index.,1,1,1,1,-1,-1,-1,-1
// TODO This is wrong. Settings can change after this. We should use the settings from createComponents,1,1,1,1,-1,-1,-1,-1
"// TODO When java 9 features can be used, we will not need the local variable here",1,1,1,1,-1,-1,-1,-1
"// TODO a ""bottom up"" insert would save a couple of comparisons. Worth it?",1,1,1,1,-1,-1,-1,-1
// TODO abstract in a base `InternalUser` class,1,1,1,1,-1,-1,-1,-1
// TODO accept a requested xcontent type,1,1,1,1,-1,-1,-1,-1
// TODO add a method or interface to aggregation builder that defaults to false,1,1,1,1,-1,-1,-1,-1
"// TODO add at least hdfs, and investigate supporting all `BlobStoreRepository` implementations",1,1,1,1,-1,-1,-1,-1
// TODO add data_frame attributes when/if they are added,1,1,1,1,-1,-1,-1,-1
// TODO add equals tests with mutating the original object,1,1,1,1,-1,-1,-1,-1
"// TODO add exhaustive verifications (from/to/content.length, version supported, id == recomputed id etc)",1,1,1,1,-1,-1,-1,-1
"// TODO add global params like never_split, bos_token, eos_token, mask_token, tokenize_chinese_chars, strip_accents, etc.",1,1,1,1,-1,-1,-1,-1
// TODO add link to docs,1,1,1,1,-1,-1,-1,-1
// TODO add specific tests to SearchExecutionTests similar to the ones in FieldTypeLookupTests,1,1,1,1,-1,-1,-1,-1
// TODO add support for batching here,1,1,1,1,-1,-1,-1,-1
"// TODO add support for other roles? If so, it may have to be an instance method...",1,1,1,1,-1,-1,-1,-1
// TODO add the predicate,1,1,1,1,-1,-1,-1,-1
"// TODO after backporting we expect this never to happen in 8.x, so adjust this to throw an exception instead.",1,1,1,1,-1,-1,-1,-1
// TODO allow configuration of value mode,1,1,1,1,-1,-1,-1,-1
// TODO allow customizing the time zone - this is what session set/reset/get should be about,1,1,1,1,-1,-1,-1,-1
// TODO allow non-numeric value_counts.,1,1,1,1,-1,-1,-1,-1
// TODO also use sizes that aren't a power of two,1,1,1,1,-1,-1,-1,-1
// TODO assert SystemUser.is(fallbackUser);,1,1,1,1,-1,-1,-1,-1
"// TODO assertBusy should not be here, see https://github.com/elastic/elasticsearch/issues/38348",1,1,1,1,-1,-1,-1,-1
// TODO better way to know if the scripted metric received documents?,1,1,1,1,-1,-1,-1,-1
// TODO can we emit a warning if we're losing precision here? I'm not sure we can.,1,1,1,1,-1,-1,-1,-1
"// TODO can we get around this? the cluster is RED, so what do we wait for?",1,1,1,1,-1,-1,-1,-1
// TODO can we have this just a NumericDocValues?,1,1,1,1,-1,-1,-1,-1
// TODO cancel when a slice fails?,1,1,1,1,-1,-1,-1,-1
// TODO change this to use _source instead of the exact form (aka field.keyword for geo shape fields),1,1,1,1,-1,-1,-1,-1
// TODO change this to use _source instead of the exact form (aka field.keyword for text fields),1,1,1,1,-1,-1,-1,-1
// TODO change version on backport,1,1,1,1,-1,-1,-1,-1
// TODO check is closed,1,1,1,1,-1,-1,-1,-1
// TODO comment from Colin in review:,1,1,0,1,-1,-1,-1,-1
// TODO consider changing this implementation to emit tokens as-we-go,1,1,1,1,-1,-1,-1,-1
// TODO consider splitting up enable and disable to have their own rest handler,1,1,1,1,-1,-1,-1,-1
// TODO convert this wildcard to a real setting,1,1,1,1,-1,-1,-1,-1
// TODO correct the loss of precision from the range somehow.....?,1,1,1,1,-1,-1,-1,-1
"// TODO create a system user class, so that the type system guarantees that this is only invoked for internal users",1,1,1,1,-1,-1,-1,-1
// TODO deprecate and remove in API,1,1,1,1,-1,-1,-1,-1
"// TODO describe the document instead of ""null""",1,1,1,1,-1,-1,-1,-1
// TODO do not allow parsing unrecognized parameter value https://github.com/elastic/elasticsearch/issues/63080,1,1,1,1,-1,-1,-1,-1
// TODO does it makes sense to test normalize on tokenizer and analyzer?,1,1,1,1,-1,-1,-1,-1
// TODO does not test using the recovery range size,1,1,1,1,-1,-1,-1,-1
// TODO drop aliases once they are moved to module,1,1,1,1,-1,-1,-1,-1
// TODO drop this temporary shim when all the old style tokenizers have been migrated to new style,1,1,1,1,-1,-1,-1,-1
// TODO error_count here???,1,1,1,1,-1,-1,-1,-1
// TODO evict cache file if fsync failed,1,1,1,1,-1,-1,-1,-1
"// TODO expose getFormatter(), keyed upstream in Core",1,1,0,1,-1,-1,-1,-1
// TODO expose the currently running rollup tasks on this node? Unclear the best way to do that,1,1,1,1,-1,-1,-1,-1
// TODO externalize this into something user editable,1,1,1,1,-1,-1,-1,-1
// TODO find a better string to output,1,1,1,1,-1,-1,-1,-1
// TODO find a better way to limit concurrent updates (and potential associated reroutes) while allowing tests to ensure that,1,1,1,1,-1,-1,-1,-1
// TODO fix these leaks and implement leak checking,1,1,1,1,-1,-1,-1,-1
// TODO floating point conversions are lossy but conversions to integer are not. Are we ok with that?,1,1,1,1,-1,-1,-1,-1
"// TODO for now we re-run the script every time a leaf field is accessed, but we could cache the values?",1,1,1,1,-1,-1,-1,-1
"// TODO forbid nulls here, this only applies to very old repositories",1,1,1,1,-1,-1,-1,-1
// TODO generalise this so that it succeeds as soon as it's acquired a permit on >1/2 of the master-eligible nodes,1,1,1,1,-1,-1,-1,-1
// TODO generate more malformed WKT,1,1,1,1,-1,-1,-1,-1
// TODO have the IndexRouting build the query and pass routingRequired in,1,1,1,1,-1,-1,-1,-1
// TODO header could be empty,1,1,1,1,-1,-1,-1,-1
// TODO how can this not be true,1,1,1,1,-1,-1,-1,-1
// TODO how could we stream in the model definition WHILE parsing it?,1,1,1,1,-1,-1,-1,-1
// TODO how might we use JtsSpatialContextFactory to configure the context (esp. for non-geo)?,1,1,1,1,-1,-1,-1,-1
"// TODO ideally we should make defaulting for weekbased year here too,",1,1,1,1,-1,-1,-1,-1
"// TODO if perf is a problem, we can specialize a subclass to avoid conditionals on each iteration",1,1,1,1,-1,-1,-1,-1
"// TODO if we ever support anything other than ""basic"" and platinum, we need to adjust our feature tracking logic",1,1,1,1,-1,-1,-1,-1
// TODO implement better diffable logic so that whole diff does not need to be serialized if only one part changes,1,1,1,1,-1,-1,-1,-1
// TODO implement semi-sorting,1,1,1,1,-1,-1,-1,-1
// TODO implement term visiting,1,1,1,1,-1,-1,-1,-1
// TODO implement the single point optimization above,1,1,1,1,-1,-1,-1,-1
// TODO improve FreezeResponse so that it also reports failures from the close index API,1,1,1,1,-1,-1,-1,-1
// TODO improve this measure for when nested docs are in use,1,1,1,1,-1,-1,-1,-1
// TODO in this case we should probably remove the source filtering entirely. Right? It costs but we don't need it.,1,1,1,1,-1,-1,-1,-1
// TODO in v10:,1,1,1,1,-1,-1,-1,-1
// TODO in v8.0.0 move this out so that it will be included when `exclude_generated` is `true`,1,1,1,1,-1,-1,-1,-1
// TODO in v9:,1,1,1,1,-1,-1,-1,-1
// TODO investigate if a data type Long (BIGINT) wouldn't be more appropriate here,1,1,1,1,-1,-1,-1,-1
// TODO investigate reusing Page here - it probably is much more efficient,1,1,1,1,-1,-1,-1,-1
// TODO investigate this and remove this guard,1,1,1,1,-1,-1,-1,-1
// TODO is a newer version than the node's a valid value?,1,1,1,1,-1,-1,-1,-1
// TODO is it worth keeping this when we have ListRowSet?,1,1,1,1,-1,-1,-1,-1
"// TODO is this really a good default number for max_merge_segment, what happens for large indices,",1,1,1,1,-1,-1,-1,-1
// TODO is this right?,1,1,1,1,-1,-1,-1,-1
// TODO is this the behaviour we want?,1,1,1,1,-1,-1,-1,-1
// TODO it is unclear why we can't just use the IndexSearcher which already caches,1,1,1,1,-1,-1,-1,-1
"// TODO it looks like this passes the ""final"" reduce context more than once.",1,1,1,1,-1,-1,-1,-1
// TODO it would be good one day to possibly interpolate between ranges in the histogram fields,1,1,1,1,-1,-1,-1,-1
// TODO it'd be faster to count the number of buckets in a list of these ords rather than one at a time,1,1,1,1,-1,-1,-1,-1
// TODO it'd be faster to iterate many ords at once rather than one at a time,1,1,1,1,-1,-1,-1,-1
// TODO it'd be nice to combine this with BaseRestHandler's implementation.,1,1,1,1,-1,-1,-1,-1
// TODO keep track of unsuccessful requests in different entries,1,1,0,1,-1,-1,-1,-1
// TODO know when sampling would be much slower and skip sampling: https://github.com/elastic/elasticsearch/issues/84353,1,1,1,1,-1,-1,-1,-1
"// TODO log watch record in logger, when saving in history store failed, otherwise the info is gone!",1,1,1,1,-1,-1,-1,-1
// TODO lookup the min and max rounding when appropriate,1,1,1,1,-1,-1,-1,-1
// TODO make it the caller's responsibility to fork to an appropriate thread before even calling this method - see #87911,1,1,1,1,-1,-1,-1,-1
// TODO make the service account user a separate class/interface,1,1,1,1,-1,-1,-1,-1
// TODO make the type system ensure that this is not a run-as user,1,1,1,1,-1,-1,-1,-1
// TODO maybe aggs should force millis because lots so of other places want nanos?,1,1,1,1,-1,-1,-1,-1
"// TODO maybe we can improve the ""did pre-start-up config run"" check",1,1,1,1,-1,-1,-1,-1
// TODO maybe we can improve the check that this is indeed the initial node,1,1,1,1,-1,-1,-1,-1
// TODO maybe we can make this a setting for rigurous users,1,1,1,1,-1,-1,-1,-1
// TODO maybe we can make this concrete later - for now we just implement this in the base class for all initial phases,1,1,1,1,-1,-1,-1,-1
// TODO maybe we can randomize these numbers somehow,1,1,1,1,-1,-1,-1,-1
// TODO maybe we can respect throttling here too?,1,1,1,1,-1,-1,-1,-1
// TODO maybe we can return an empty commit?,1,1,1,1,-1,-1,-1,-1
// TODO maybe we need a getter on Namedanalyzer that tells if this uses broken Analysis,1,1,1,1,-1,-1,-1,-1
// TODO migrate to securesetting!,1,1,1,1,-1,-1,-1,-1
// TODO most Releasables are managed by their callers. We probably don't need this.,1,1,1,1,-1,-1,-1,-1
// TODO move the request to the correct node. maybe here or somehow do it as part of startup for reindex in general....,1,1,1,1,-1,-1,-1,-1
// TODO move this constant to License.java once we move License.java to the protocol jar,1,1,1,1,-1,-1,-1,-1
// TODO mutate the predicate,1,1,1,1,-1,-1,-1,-1
// TODO not sure how useful the following test is,1,1,1,1,-1,-1,-1,-1
"// TODO now that these rollup caps are being used more widely (e.g. search), perhaps we should",1,1,1,1,-1,-1,-1,-1
// TODO now that we have config we make a method on bytes to do this building wihout needing this check everywhere,1,1,1,1,-1,-1,-1,-1
// TODO once composite is plugged in to the values source registry or at least understands Date values source types use it,1,1,1,1,-1,-1,-1,-1
// TODO only millisecond granularity here!,1,1,1,1,-1,-1,-1,-1
// TODO phase out geohash (which is currently used in the CompletionSuggester),1,1,1,1,-1,-1,-1,-1
// TODO public for tests,1,1,1,1,-1,-1,-1,-1
// TODO push some of this writing logic down into the blob container implementation.,1,1,1,1,-1,-1,-1,-1
// TODO randomize the size and the params in here?,1,1,1,1,-1,-1,-1,-1
// TODO randomize the size?,1,1,1,1,-1,-1,-1,-1
// TODO read maxBuckets at runtime,1,1,1,1,-1,-1,-1,-1
// TODO read the width from the data type?,1,1,1,1,-1,-1,-1,-1
// TODO reconstruct the id on fetch from tsid and timestamp,1,1,1,1,-1,-1,-1,-1
// TODO remove context entirely when it isn't needed,1,1,1,1,-1,-1,-1,-1
// TODO remove funky contexts,1,1,1,1,-1,-1,-1,-1
// TODO remove once jvm.options are added to test system properties,1,1,1,1,-1,-1,-1,-1
// TODO remove once we removed default dependencies from PluginBuildPlugin,1,1,1,1,-1,-1,-1,-1
// TODO remove this entirely?,1,1,1,1,-1,-1,-1,-1
// TODO remove this shitty method... the `assertConditionMet` is bogus,1,1,1,1,-1,-1,-1,-1
// TODO remove this short circuiting and fix tests that fail without this!,1,1,1,1,-1,-1,-1,-1
// TODO remove when no longer needed for wire BWC,1,1,1,1,-1,-1,-1,-1
// TODO rename this to fullPath???,1,1,1,1,-1,-1,-1,-1
// TODO rename this to leafName?,1,1,1,1,-1,-1,-1,-1
// TODO replace with ValuesSourceConfig once the value source refactor has landed,1,1,1,1,-1,-1,-1,-1
// TODO resolve,1,1,1,1,-1,-1,-1,-1
// TODO review: what size cap should we put on this?,1,1,1,1,-1,-1,-1,-1
// TODO rework things so that we don't need this,1,1,1,1,-1,-1,-1,-1
// TODO rewrite this to use a field filter built from field patterns,1,1,1,1,-1,-1,-1,-1
// TODO right now we only trim down to the best N vertices. We might also want to offer,1,1,1,1,-1,-1,-1,-1
// TODO seems like this + lowercase + tokenize cjk + wordpiece could all be the same thing....,1,1,1,1,-1,-1,-1,-1
// TODO separate out ours and users models possibly regression vs classification,1,1,1,1,-1,-1,-1,-1
"// TODO set ""maybeWrap"" to true for IndexSearcher once #23338 is resolved",1,1,1,1,-1,-1,-1,-1
// TODO shard error handling,1,1,1,1,-1,-1,-1,-1
// TODO should this allow null values?,1,1,1,1,-1,-1,-1,-1
// TODO should use blob,1,1,1,1,-1,-1,-1,-1
// TODO should we fail in this case???,1,1,1,1,-1,-1,-1,-1
// TODO should we have a snapshot tmp directory per shard that is maintained by the system?,1,1,1,1,-1,-1,-1,-1
// TODO should we have regression/classification sub-classes that accept the builder?,1,1,1,1,-1,-1,-1,-1
// TODO should we really just drop this exception on the floor?,1,1,1,1,-1,-1,-1,-1
// TODO should we throw an IAE if we have two nodes with the same host?,1,1,1,1,-1,-1,-1,-1
// TODO should we validate that the aggs define the fields requested in the analysis config?,1,1,1,1,-1,-1,-1,-1
// TODO should we validate the classes actually exist?,1,1,1,1,-1,-1,-1,-1
"// TODO significant text does a 2x here, should we as well?",1,1,1,1,-1,-1,-1,-1
// TODO split these settings up,1,1,1,1,-1,-1,-1,-1
// TODO split this into dedicated unit test classes (one for each config object),1,1,1,1,-1,-1,-1,-1
// TODO stop expecting nulls here,1,1,1,1,-1,-1,-1,-1
// TODO stop ignoring parameters such as charset...,1,1,1,1,-1,-1,-1,-1
// TODO support Z??,1,1,1,1,-1,-1,-1,-1
// TODO support multiple docs,1,1,1,1,-1,-1,-1,-1
// TODO swap this over to DateHistoConfig.Builder once DateInterval is in,1,1,1,1,-1,-1,-1,-1
// TODO test SqlGetIndicesAction. Skipping for now because of lack of serialization support.,1,1,1,1,-1,-1,-1,-1
// TODO the logic here needs to be reworked to also include runtime fields. Though matching is against mappers rather,1,1,1,1,-1,-1,-1,-1
// TODO there is an opportunity to optimize the returned caps to find the minimal set of required caps.,1,1,1,1,-1,-1,-1,-1
// TODO these ain't gonna work with runtime fields,1,1,1,1,-1,-1,-1,-1
// TODO these tests are temporary until the named objects are actually used by an encompassing class (i.e. ModelInferer),1,1,1,1,-1,-1,-1,-1
// TODO this,1,1,1,1,-1,-1,-1,-1
// TODO this class can be foled into either IndicesService and partially into IndicesClusterStateService,1,1,1,1,-1,-1,-1,-1
// TODO this could almost certainly start higher when asMultiBucketAggregator is gone,1,1,1,1,-1,-1,-1,-1
// TODO this could be incorrect... e.g. +1 + -1,1,1,1,1,-1,-1,-1,-1
// TODO this currently only considers memory. We should also consider CPU when autoscaling by CPU is possible.,1,1,1,1,-1,-1,-1,-1
// TODO this feels like it is for tests but it has escaped,1,1,1,1,-1,-1,-1,-1
// TODO this filter agg is now redundant given we filter on job ID,1,1,1,1,-1,-1,-1,-1
// TODO this has a weird side-effect for allocating to nodes,1,1,1,1,-1,-1,-1,-1
"// TODO this is a really shitty way to test it, we need to figure out a way to test all the client methods",1,1,1,1,-1,-1,-1,-1
// TODO this is fairly expensive to compute. Can we avoid needing it?,1,1,1,1,-1,-1,-1,-1
// TODO this is lame,1,1,1,1,-1,-1,-1,-1
// TODO this is pretty similar to FieldSortBuilder. Share?,1,1,1,1,-1,-1,-1,-1
"// TODO this is probably not ultimately necessary, keeping track of where we are in the stream",1,1,1,1,-1,-1,-1,-1
"// TODO this is probably super slow, but just used for testing atm",1,1,1,1,-1,-1,-1,-1
// TODO this is to retain BWC compatibility in 7.0 and can be removed for 8.0,1,1,1,1,-1,-1,-1,-1
"// TODO this is wrong, we should only use the environment that is provided to createComponents",1,1,1,1,-1,-1,-1,-1
// TODO this lines up with FieldSortBuilder. Share?,1,1,1,1,-1,-1,-1,-1
"// TODO this means requests may still be routed here, should we not stop deployment?",1,1,1,1,-1,-1,-1,-1
// TODO this method helps because of asMultiBucketAggregator. Once we remove it we can move this logic into the aggregators.,1,1,1,1,-1,-1,-1,-1
// TODO this needs heavy cleanups before we can rewrite it,1,1,1,1,-1,-1,-1,-1
// TODO this one seems useless,1,1,1,1,-1,-1,-1,-1
// TODO this randomization path should be removed when the old settings are removed,1,1,1,1,-1,-1,-1,-1
// TODO this should be MODEL_ID...,1,1,1,1,-1,-1,-1,-1
// TODO this would be better done bottom-up instead of top-down to avoid,1,1,1,1,-1,-1,-1,-1
// TODO undefined parameters are allowed until https://github.com/elastic/elasticsearch/issues/63080,1,1,1,1,-1,-1,-1,-1
// TODO unsigned long dimension,1,1,1,1,-1,-1,-1,-1
// TODO update version on backport!,1,1,1,1,-1,-1,-1,-1
// TODO use a long in case models are larger than 2^31 bytes,1,1,1,1,-1,-1,-1,-1
// TODO use a more limited user for tasks,1,1,1,1,-1,-1,-1,-1
// TODO use separate SLM origin?,1,1,1,1,-1,-1,-1,-1
// TODO verify which version this test is actually valid for (when PR is actually merged),1,1,1,1,-1,-1,-1,-1
"// TODO we allow null here for the _all field, but this is forbidden in the parser. Re-check",1,1,1,1,-1,-1,-1,-1
// TODO we can almost certainly do better here by building something fit for purpose rather than trying to lego together stuff,1,1,1,1,-1,-1,-1,-1
"// TODO we can possibly support also relocating cases, where we cancel relocation and move...",1,1,1,1,-1,-1,-1,-1
// TODO we can potentially also consume the actual per shard results from the initial phase here in the aggregateDfs,1,1,1,1,-1,-1,-1,-1
// TODO we can potentially remove this in 6.x,1,1,1,1,-1,-1,-1,-1
// TODO we could actually add more fields implemented with different PFs,1,1,1,1,-1,-1,-1,-1
// TODO we might force a flush in the future since we have the write lock already even though recoveries,1,1,0,1,-1,-1,-1,-1
// TODO we might use the new NIO2 API to get real notification?,1,1,1,1,-1,-1,-1,-1
"// TODO we plan to support joins in the future when possible, but for now we'll just fail early if we see one",1,1,1,1,-1,-1,-1,-1
// TODO we should add the config dir to the resources so we don't copy this stuff around...,1,1,1,1,-1,-1,-1,-1
"// TODO we should be checking mapped field types, not lucene field types",1,1,1,1,-1,-1,-1,-1
// TODO we should improve this so we don't fire off a bunch of requests to do the same thing (create or update mappings),1,1,1,1,-1,-1,-1,-1
"// TODO we should refactor to remove this, since buckets should be immutable after they are generated.",1,1,1,1,-1,-1,-1,-1
// TODO we still have passwords in Strings in headers. Maybe we can look into using a CharSequence?,1,1,1,1,-1,-1,-1,-1
// TODO we usually have a heap here so we could use that to build the results sorted.,1,1,1,1,-1,-1,-1,-1
// TODO we'll have to handle this in the tests eventually,1,1,1,1,-1,-1,-1,-1
// TODO what is a right value?,1,1,1,1,-1,-1,-1,-1
"// TODO when using delete/none, we can still return the source as bytes by generating it (using the sourceContentType)",1,1,1,1,-1,-1,-1,-1
// TODO when we fix doc values fetcher we should add tests for date and ip ranges.,1,1,1,1,-1,-1,-1,-1
// TODO why does wildcard resolver throw exceptions regarding non wildcarded expressions? This should not be done here.,1,1,1,1,-1,-1,-1,-1
// TODO would be nice to avoid allocating this treemap in the future,1,1,1,1,-1,-1,-1,-1
"// TODO xpack.searchable.snapshot.allocate_on_rolling_restart was only temporary, remove it in the next major",1,1,1,1,-1,-1,-1,-1
"// TODO(jessewilson): fix BuiltInModule, then add Stage",1,1,1,1,-1,-1,-1,-1
// TODO(stu): expand this,1,1,1,1,-1,-1,-1,-1
// TODO(stu): handle primitives & not stdlib,1,1,1,1,-1,-1,-1,-1
// TODO(stu): is this test correct? Comparing against ingestDocument fails due to incorrectly failed byte array comparisons,1,1,1,1,-1,-1,-1,-1
// TODO(stu): should we use extractor for these imported methods?,1,1,1,1,-1,-1,-1,-1
// TODO(stu): this should be inaccessible,1,1,1,1,-1,-1,-1,-1
// TODO(stu): why would operation be null?,1,1,1,1,-1,-1,-1,-1
// TODO(tal): Support definitions,1,1,1,1,-1,-1,-1,-1
// TODO(talevy): assert changes... right now we do not support updates to policies. will require internal cleanup,1,1,1,1,-1,-1,-1,-1
// TODO(talevy): make things cancellable,1,1,1,1,-1,-1,-1,-1
"// TODO: ""package this up"" for external builds",1,1,1,1,-1,-1,-1,-1
// TODO: (maybe) Create a new bucket for <b>all</b> distant docs and merge down to shardSize buckets at end,1,1,1,1,-1,-1,-1,-1
"// TODO: 99 is leftover from alpha/beta/rc, it should be removed",1,1,1,1,-1,-1,-1,-1
// TODO: A better exception goes here,1,1,1,1,-1,-1,-1,-1
// TODO: Add all filters in nested sorting when https://github.com/elastic/elasticsearch/issues/33079 is implemented,1,1,1,1,-1,-1,-1,-1
// TODO: Add test/feature blocking the registration of basic license,1,1,1,1,-1,-1,-1,-1
// TODO: Add timeouts to network calls / the restore process.,1,1,1,1,-1,-1,-1,-1
// TODO: AggregatedDfs. Currently the idf can be different then when executing a normal search with explain.,1,1,1,1,-1,-1,-1,-1
// TODO: Assert that x-pack ccr feature is not enabled once feature functionality has been added,1,1,1,1,-1,-1,-1,-1
// TODO: Callers should ask for the range that source should be retained. Thus we should always,1,1,1,1,-1,-1,-1,-1
// TODO: Can delete test on 9.0,1,1,1,1,-1,-1,-1,-1
// TODO: Change this to true when we can assume that scripts are pure functions,1,1,1,1,-1,-1,-1,-1
// TODO: Check if we could save the set null step,1,1,1,1,-1,-1,-1,-1
// TODO: Consider restoring this assertion when we are sure all the audit messages are available at this point.,1,1,1,1,-1,-1,-1,-1
// TODO: Do we want to stop the task? This would cause it to be reloaded by state updates on INITIALIZING,1,1,1,1,-1,-1,-1,-1
// TODO: Does it make sense to have empty realms for a domain?,1,1,1,1,-1,-1,-1,-1
// TODO: Evaluate if we still need to catch this exception,1,1,1,1,-1,-1,-1,-1
// TODO: Eventually care about those that are STARTED but not FULLY_ALLOCATED,1,1,1,1,-1,-1,-1,-1
"// TODO: Existing - ""cluster_health_action"", ""cat_health_action""",1,1,1,1,-1,-1,-1,-1
// TODO: Explicitly add testing for these versions that validates that starting the node after upgrade fails,1,1,1,1,-1,-1,-1,-1
"// TODO: Extend DirectSpellChecker in 4.1, to get the raw suggested words as BytesRef",1,1,1,1,-1,-1,-1,-1
"// TODO: FAILURE status is never used, but a some code assumes that it is used",1,1,1,1,-1,-1,-1,-1
// TODO: Fallback for BWC with older ES versions. Remove once request.getCustomDataPath() always returns non-null,1,1,1,1,-1,-1,-1,-1
// TODO: Find a way to remove this query and let doToQuery(...) just return the query from JoinUtil.createJoinQuery(...),1,1,1,1,-1,-1,-1,-1
// TODO: Fix T-Digest: this assertion should pass but we currently get ~15,1,1,1,1,-1,-1,-1,-1
// TODO: Fix T-Digest: this assertion should pass but we currently get ~59,1,1,1,1,-1,-1,-1,-1
// TODO: Fix matrix stats to treat neg inf as any other value,1,1,1,1,-1,-1,-1,-1
// TODO: Fix repo cleanup logic to handle these leaked snap-file and only exclude test-repo (the mock repo) here.,1,1,1,1,-1,-1,-1,-1
// TODO: Fix the top hits aggregation,1,1,1,1,-1,-1,-1,-1
"// TODO: Functions supporting distinct should add a dedicated constructor Location, List<Expression>, boolean",1,1,1,1,-1,-1,-1,-1
// TODO: Generalize this class and add it as a utility,1,1,1,1,-1,-1,-1,-1
// TODO: Hacking around here with TransportTasksAction. Ideally we should have another base class in core that,1,1,1,1,-1,-1,-1,-1
// TODO: Have callers wrap the content with an object as they choose rather than forcing it upon them,1,1,1,1,-1,-1,-1,-1
"// TODO: However, for now we just return objectType that may require an extra cast.",1,1,1,1,-1,-1,-1,-1
"// TODO: I think we can remove these arrays. it isn't worth the effort, for operations on all indices.",1,1,1,1,-1,-1,-1,-1
// TODO: If in the future there is a Query#extractFields() then we can do a better job,1,1,1,1,-1,-1,-1,-1
"// TODO: Implement QueryBuilder for distance, boundingBox, polygon",1,1,1,1,-1,-1,-1,-1
// TODO: Implement custom Diff for tasks,1,1,1,1,-1,-1,-1,-1
// TODO: Implement standard to/from x-content parsing tests,1,1,1,1,-1,-1,-1,-1
// TODO: Implement this.,1,1,1,1,-1,-1,-1,-1
// TODO: In the rare case we still haven't reached a correct promotion we need,1,1,1,1,-1,-1,-1,-1
// TODO: InputStreamReader can advance stdin past what it decodes. We need a way to buffer this and put it back,1,1,1,1,-1,-1,-1,-1
// TODO: Is there a way to preserve the original timestamp when re-logging?,1,1,1,1,-1,-1,-1,-1
// TODO: Is this the correct exception type here?,1,1,1,1,-1,-1,-1,-1
// TODO: JDBC escape syntax,1,1,1,1,-1,-1,-1,-1
// TODO: Make common with the index method GeoShapeWithDocValuesFieldMapper,1,1,1,1,-1,-1,-1,-1
// TODO: Make source of search enum?,1,1,1,1,-1,-1,-1,-1
// TODO: Make this a simple request in a future version where there is no possibility,1,1,1,1,-1,-1,-1,-1
// TODO: Make this abstract when all sub-classes implement this (https://github.com/elastic/elasticsearch/issues/25929),1,1,1,1,-1,-1,-1,-1
// TODO: Maybe Fix for BWC,1,1,1,1,-1,-1,-1,-1
// TODO: Maybe it could also make sense to assume independent distributions of documents and eg. have:,1,1,1,1,-1,-1,-1,-1
// TODO: Method interceptors could actually enable us to implement,1,1,1,1,-1,-1,-1,-1
